year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
2020,,,,,0.02126742516861091,0.020497605922175977,0.002766573122553684,-0.021179395132297496,0.0035905418863821925,0.007095070446639928,0.11305227970495224,0.006387283798246601,0.15814291672303415
2021,0.01716556214942666,0.02530712205845198,0.058889662709206814,0.025273625603332572,0.004298634298532056,0.006608165206666072,-0.03979042321850301,0.02876455717223081,0.00811999807001973,0.03826958663233926,0.010892043798462314,-0.05848105055237918,0.12641304233138406
2022,-0.024710893958948654,0.01938328641376308,0.03762214663114993,-0.02797166663432038,0.04403633368467297,-0.028456933514945937,-0.009523814225563365,0.016640177014196844,0.010595418421475156,-0.02094371377758697,0.05047173512582481,-0.0016286136285423858,0.06277051595735084
2023,0.006330927092170757,-0.01562361501042242,0.00707951546496588,-0.017542508987619,-0.03769599432312798,0.005991365548640104,0.03547062237279186,-0.020259212505515545,0.0022597248609614873,-0.014366408284527288,0.06333105526186977,0.002694669346982481,0.013836758952059158
2024,0.0047362164065294365,0.04770097763255032,0.02888199675654879,-0.0009865150852720328,0.02949185944808086,-0.015231109128976517,-0.05006735357081327,-0.010545387306321485,0.004279585772732242,0.009204040001225877,0.07425154827093228,0.005396886373563836,0.12862428889240918
2025,0.025410999250218058,-0.004294199595431203,-0.029086607102384976,-0.008425727372723402,-0.004682125124833014,0.00305365358332943,-0.009709193633850699,0.09802083633904313,0.022030646413849997,-0.0008242723779361416,-0.0024750291885298203,0.027042264497278312,0.11637970614012905
2026,-0.000905752155837436,0.014314839906370835,-0.0031522310342471105,0.02240835496223026,0.014131313029117187,,,,,,,,0.04743398666236298
